행정표준용어현황,,,,,,,,
NO,구분,용어명,용어영문명,영문약어명,정의,주제영역,등록일,상태
133,표준어,LCL컨테이너화물,LESS THAN CONTAINER CARGO LOAD,LTCCL,"화주의 화물의 부피가 적어 하나의 컨테이너에 적입할 수 없는 것으로 동일한 목적지까지 가는 서로 다른 화주의 화물을 CFS에서 집하하여 하나의 컨테이너에 적입하는 것이다

",수출입통관,2010-02-26,사용중
134,동의어,LOG,LOG,LOG,"기계 작동에 관한 기록, 기계 상황의 변경, 스위치 선택, 입출력 장치에 대한 사항, 제어 콘솔에서 입력한 자료, 기계 정지 시의 상태나 원인 등에 관한 사항의 기록 등 컴퓨터 운용에 관계되는 모든 기록.
",전자정부,2006-11-23,사용중
135,표준어,LSD,LSD,LSD,"ㅇ 중추신경 흥분제로 무미, 무취, 무색으로 강한 흥분성을 지님  ㅇ 곡물의 곰팡이, 보리 맥각 등에서 발견되어 이를 분리, 분산 합

",밀수감시단속,2010-06-24,사용중
136,표준어,MAC주소,MAC ADDRESS,MACADRS,"이더넷의 물리적인 주소.
",전자정부,2006-11-23,사용중
137,동의어,MBS,MORTGAGE BACKED SECURITIES,MBS,"금융기관이 주택을 담보로 만기 20년 또는 30년짜리 장기대출을 해준 주택 저당채권을 대상자산으로 하여 발행한 증권으로 자산담보부증권(ABS)의 일종
",금융정책,2006-11-27,사용중
138,표준어,MC,IMPORT CONTENTS METHOD,MCM,"원산지 판정의 부가가치 비율을 계산 하기위한 기준중 하나로 MC = (비원산지 재료비의 합) / (EXW 기준 제품가격 ? 환급 내국세)

",관세 행정지원,2011-11-01,사용중
139,표준어,NON,NON,_NON,"~아니다 란 표현으로  NON_CO2 등으로 사용됨 

",에너지 및 자원정책,2007-11-15,사용중
140,표준어,OCR,OPTICAL CHARACTER READER,OCR,"광학 문자 판독기.

",전자정부,2010-02-23,사용중
141,동의어,OECD,ORGANIZATION FOR ECONOMIC COOPERATION AND DEVELOPM,_OECD,"경제발전과 세계무역 촉진을 위하여 발족한 국제기구.
",대외경제협력,2006-11-24,사용중
142,표준어,OECF,OVERSEAS ECONOMIC COOPERATION FUND,_OECF,"일본이 1961년 부터 개발도상국에 공여하고 있는 차관, 또는 이를 담당 하고 있는 기관. 일본은 개발도상국의 산업개발이나 경제안정에 기여함으로써 해외경제 협력을 촉진시킨다는 목적으로 이 기금을 설립했다.
",학교교육 내실화,2006-11-27,사용중
143,표준어,OSPF,OPEN SHORTEST PATH FIRST,_OSPF,"자치시스템(AS)  내부의 라우터들끼리(IGP)  라우팅 정보를 서로 교환하는 라우팅 프로토콜
",전자정부,2006-11-17,사용중
144,표준어,pdf,PDF,PDF,"aco
o
at 워드 문서

",기록물관리,2008-12-16,사용중
145,표준어,PART자원,PART RESOURCE,PTRSC,"HW에 설치된 부품
",전자정부,2006-11-23,사용중
146,표준어,PC,PERSONAL COMPUTER,_PC,"한번에 한 사람만 사용할 수 있도록 고안된 개인용 컴퓨터.
",전자정부,2006-11-23,사용중
147,표준어,PDA,PERSONAL DIGITAL ASSISTANT,PDA,"개인 정보를 관리하거나, 컴퓨터와 정보를 주고 받을 수 있는 휴대용 컴퓨터의 일종이며, 손으로 정보를 직접 써서 입력받을 수 있고, 무선인터넷도 가능함

",전자정부,2010-02-23,사용중
148,표준어,PPM,PARTS PER MILLION,PPM,"농도의 단위. 1피피엠은 10의－6승이다.

",수도권 대기보전,2008-01-07,사용중
149,표준어,RFID,RADIO FREQUENCY IDENTIFICATION,RFID,"소형 전자 칩을 이용해 사물의 정보를 처리하는 기술.

",전자정부,2010-02-23,사용중
150,표준어,RGB,RED GREEN BLUE,RGB,"Red, G
een, Blue (컬러 TV화상의 3원색)

",전자정부,2010-02-25,사용중
151,표준어,RSS,REALLY SIMPLE SYNDICATION,RSS,"자주 업데이트되는 웹 사이트의 새로운 콘텐츠를 사이트 이용자들에게 제공하기 위해 사용하는 포맷.

",전자정부,2010-09-03,사용중
152,표준어,SNS,SOCIAL NETWORK SERVICE,SNS,"웹상에서 이용자들이 인적 네트워크를 형성할 수 있게 해주는 서비스

",전자정부,2010-12-01,사용중
153,동의어,SOC,SOCIAL OVERHEAD CAPITAL,_SOC,"국민 경제 발전의 기초가 되는 도로, 항만, 철도, 통신, 전력, 수도 따위의 공공시설.
",경제정책조정,2006-11-24,사용중
154,표준어,SQL,STRUCTURED QUERY LANGUAGE,SQL,"데이터베이스를 사용할 때, 데이터베이스에 접근할 수 있는 데이터베이스 하부 언어(구조화 질의어)를 말한다.

",전자정부,2010-02-25,사용중
155,표준어,SR,SERVICE RESPONSE,SR,"서비스 응대

",교육인적자원 행정지원,2010-05-13,사용중
156,표준어,SSO,SINGLE SIGN ON,SSO,"한 번의 로그인으로 여러 개의 서비스들을 이용할 수 있게 해주는 시스템

",전자정부,2010-02-25,사용중
157,동의어,SW,SOFTWARE,_SW,"컴퓨터 프로그램 및 그와 관련된 문서들을 통틀어 이르는 말. 컴퓨터를 관리하는 시스템 프로그램과, 문제 해결에 이용되는 다양한 형태의 응용 프로그램으로 나눈다.
",IT 산업 기반조성,2006-11-27,사용중
158,표준어,SWOT분석,SWOT,SWOT,"기업의 환경 분석을 통해 장점(St
ength), 단점(Weakness), 기회(Oppo
tunity), 위협(Th
eat) 요인을 규정하고 이를 토대로 기업의 내부환경을 분석해 강점과 약점을 발견하고, 외부환경을 분석해 기회와 위협을 찾아내 이를 토대로 강점은 살리고 약점은 보완하며 기회는 활동하고 위협은 억제하는 마케팅 전략을 수립하는 것을 의미. 이때 사용되는 4요소를 강점?약점?기회?위협(SWOT)이라고 하는데 이중 강점과 약점은 경쟁기업과 비교할 때 소비자로부터 강점과 약점으로 인식되는 것이 무엇인지, 기회와 위협은 외부 환경에서 유리한 기회와 불리한 요인은 무엇인지를 찾아내 기업 마케팅에 활용한다.. 내부와 외부의 모습을 동시에 파악할 수 있기에 장기적 안목에서도 유리하며, 장황한 사업 환경과 내부적 요인들을 분석이 장황한 설명문보다 짧고 명료한 요약문으로 A4용지 한 장으로 정리되기 때문에 쉽게 문제점을 파악할 수 있다. SWOT분석은 사업의 분석을 돕는 부분적인 분석 방법이다. 너무 맹신하는 것도 문제가 있으며 모든 사업을 SWOT분석만으로 해결하려고 하는 것도 어리석은 방법일 것이다. 하지만, 확실한 것은 현재 우리가 사용하고 있는 분석 방법 중 가장 효과적인 분석 방법 중에 하나가 바로 SWOT방법이라는 것이며 앞으로도 요긴하게 사용될 것이다. 일각에서는 기업 자체보다는 기업을 둘러싸고 있는 외부환경을 강조한다는 점에서 위협?기회?약점?강점(TOWS)으로 부르기도 한다.

",관세 행정지원,2010-02-26,사용중
159,표준어,SW자원,SOFTWARE RESOURCE,SFTRSC,"하드웨어라고 불리는 컴퓨터 기계장치부에 대응한다. 크게 시스템 소프트웨어와 응용 소프트웨어 분류. 통상 컴퓨터를 제작하는 회사들이 만들어 공급한다
",전자정부,2006-11-23,사용중
160,표준어,TBS,SEOUL TRAFFIC BROADCASTING SYSTEM,TBS,"교통상황을 전문으로 안내하는 교통전문방송.

",전자정부,2010-02-25,사용중
161,표준어,TCP,TRANSMISSION CONTROL PROTOCOL,_TCP,"OSI 기본 참조 모델의 제4계층인 전송 계층에 해당되는 프로토콜. 인터넷 프로토콜(IP)과 함께 TCP/IP를 구성한다.
",전자정부,2006-11-23,사용중
162,표준어,TCPIP,TRANSMISSION CONTROL PROTOCOL/INTERNET PROTOCOL,_TCPIP,"컴퓨터 간의 통신을 위해 미국 국방부에서 개발한 통신 프로토콜로, TCP와 IP를 조합한 것.
",전자정부,2006-11-23,사용중
163,표준어,TCTOE,TCTOE                     ,TCTOE,"탄소석유환산톤 으로 계산공식은  에너지사용량 * 석유환산톤 * CO2배출계수 * 44 / 12 /1000  한 값의 결과이다.

",기후변화 대응,2007-11-16,사용중
164,동의어,TNT,TRINITROTOLUENE,_TNT,"톨루엔에 질산과 황산의 혼합물을 작용시켜 얻는 화합물. 황색의 바늘 모양 결정으로, 폭약으로 널리 쓴다.
",전자정부,2006-12-07,사용중
165,표준어,TOE,TOE                       ,TOE,"석유환산톤 으로 계산공식은 에너지사용량 * 석유환산톤가중치 

",기후변화 대응,2007-11-16,사용중
166,표준어,TOPIS,TRANSPORT OPERATION AND INFORMATION SERVICE,TOPIS,"[서울특별시교통정보시스템] 교통 관련 기관과 버스 카드 시스템 따위의 교통 정보를 모아 서울시의 교통 상황을 총괄 관리하는 시스템.

",전자정부,2010-02-23,사용중
167,동의어,TV,TELEVISION,_TV,"사물의 광학적인 상을 전파에 실어 보내어 수신 장치에 재현하는 전기 통신 방식. 또는 그 영상을 받는 수상기
",전파방송산업 육성,2006-12-07,사용중
168,표준어,UCC,USER CREATED CONTENTS,UCC,"사용자 제작 컨텐츠를 뜻하는 신조어로서 개인적으로 직접 만든 저작물(영상, 사진, 심지어는 번역된 자막이나 지식iN에 올려진 답변 등을 모두 포함하는 컨텐츠)들을 일컫는다.

",전자정부,2010-02-23,사용중
169,표준어,UCI,UNIVERSAL CONTENT IDENTIFIER,_UCI,"국제 표준의 디지털 콘텐츠 식별체계


",지방재정,2007-08-27,사용중
170,표준어,UCR,UNIQUE CONSIGNMENT REFERENCE,UCR,"WCO 주도로 화물관리 안전성 보장을 위해 최초 공급자부터 최종 소비자까지 무역거래 모든 정보를 연결해 줄 수 있도록 제안된 화물고유식별체계

",수출입통관,2010-12-08,사용중
171,동의어,UN,UNITED NATIONS,_UN,"제2차 세계 대전 후 국제 평화와 안전의 유지, 국제 우호 관계의 촉진, 경제적?사회적?문화적?인도적 문제에 관한 국제 협력을 달성하기 위하여 창설한 국제 평화 기구. 국제 연맹의 정신을 계승하여 더욱 강화한 조직체.
",외교통상 행정지원,2006-12-05,사용중
172,동의어,UNCTAD,UNITED NATIONS CONFERENCE ON TRADE AND DEVELOPMENT,_UNCTAD,"1964년 선진국과 개발도상국의 경제 격차를 줄이기 위하여 설립한 국제 연합 총회의 상설 기관. 주로 개발도상국에 대한 원조를 늘리고 무역을 확대하는 방안 따위에 대하여 토의한다.
",공정거래,2006-11-24,사용중
173,동의어,UNDP,UNITED NATIONS DEVELOPMENT PROGRAM,_UNDP,"UN전체의 개발원조계획을 조정하기 위해 설립된 기관. 자금은 UN 및 피원조국이 부담하여 1996년 1월 발족. UN 및 피원조국이 부담하며 1966년 1월에 주로 장기에 걸친 저개발국 개발계획의 기술원조를 맡는 UN 특별 기금의 상부 기관.
",국제기구분담금,2006-11-17,사용중
174,동의어,UNESCO,"UNITED NATIONS EDUCATIONAL, SCIENTIFIC AND CULTURA",_UNESCO,"국제 연합 전문 기관의 하나. 교육, 과학, 문화의 보급과 국제 교류 증진을 통한 국제간의 이해와 세계 평화를 추구한다.
",전자정부,2006-12-05,사용중
175,표준어,URL,UNIFORM RESOURCE LOCATOR,_URL,"인터넷에서 파일, 뉴스그룹과 같은 각종 자원을 표시하기 위한 표준화된 논리 주소.
",전자정부,2006-11-23,사용중
176,동의어,USA,UNITED STATES OF AMERICA,_USA,"북아메리카 대륙의 가운데를 차지하는 연방 공화국.
",북미지역국가와의 우호협력 증진,2006-11-24,사용중
177,표준어,V표시용기,V INDICATION INSTRUMENT,VIIST,"[법률정의] (위험물선박운송및저장규칙) 내장용기의 종류에 관계없이 결합용기를 구성할 수 있는 외장용기.
",해양 및 해상교통 안전관리,2006-11-17,사용중
178,표준어,WAN,WIDE AREA NETWORKS,_WAN,"근거리 통신망(LAN) 또는 중거리 통신망(MAN) 을 다시 하나로 묶는 거대한 네트워크로서, 하나의 도시, 나라, 대륙과 같이 매우 넓은 지역에 설치된 컴퓨터들 간에 정보와 자원을 공유하기에 적합하도록 설계한 컴퓨터 통신망이다.
",전자정부,2006-11-23,사용중
179,표준어,WATT,WATT,_W,"[명사][의존명사]
물리
 일률의 엠케이에스에이(MKSA) 단위. 주로 전력의 단위로 쓴다. 1와트는 1초에 1줄(joule)의 일을 하는 것으로, 1볼트의 전압으로 1암페어의 전류가 흐를 때의 전력의 크기이다. 영국의 기계 기술자 와트의 이름에서 유래한다. 기호는 W.

",에너지 및 자원정책,2008-01-09,사용중
180,표준어,WBS,WORK BREAK DOWN STRUCTURE,_WBS,"사업을 완료하기 위해 수행되어야 할 모든 작업 혹은 활동을 기술하는 기초 다이어그램/수직구조를 말함
",전자정부,2006-11-23,사용중
181,동의어,WHO,WORLD HEALTH ORGANIZATION,_WHO,"보건 상태의 향상을 위하여 국제적으로 협력을 촉진하기 위하여 설립된 국제 연합의 전문 기구. 1948년에 설립된 것으로, 중앙 검역소 업무˙유행병 및 전염병에 대한 대책˙회원국의 공중 보건 행정 강화의 세 가지 업무를 맡고 있다.
",전자정부,2006-12-05,사용중
182,동의어,WTO,WORLD TRADE ORGANIZATION,_WTO,"세계 125개국이 참여하여 결성된 경제 기구. 1995년 1월 1일에 출범하여 가트(GATT)의 업무를 대신하며, 세계 무역 분쟁 조정?관세 인하 요구?반덤핑 규제 따위의 법적인 권한과 구속력을 행사할 수 있다.
",국제농업 통상협력,2006-11-24,사용중
183,동의어,WWW,WORLD WIDE WEB,_WEB,"월드 와이드 웹의 준말. 세계 규모의 거미집 또는 거미집 모양의 망이라는 뜻으로, 하이퍼텍스트(HYPERTEXT)라는 기능에 의해 인터넷상에 분산되어 존재하는 온갖 종류의 정보를 통일된 방법으로 찾아볼 수 있게 하는 광역 정보 서비스 및 소프트웨어.
",전자정부,2006-12-05,사용중
184,표준어,W표시용기,W INDICATION INSTRUMENT,WCS,"[법률정의] (위험물선박운송및저장규칙) 해양수산부장관이 고시하는 소형용기의 설계 및 구조기준과 일치하지 아니하나 제205조의2의 규정에 의한 용기 및 포장의 안전성에 대한 검사기준에 적합한 용기.
",해양 및 해상교통 안전관리,2006-11-17,사용중
185,표준어,XML,EXTENSIBLE MARKUP LANGUAGE ,_XML,"인터넷 구성요소 HTML을 획기적으로 개선한 차세대 인터넷 언어

XML은 지금까지 웹사이트를 구성해온 HTML을 개선한 차세대 인터넷 언어로 정보를 공유할 수 있도록 만드는 공통언어로 HTML이 데이터베이스처럼 구조화된 데이터를 갖을 수 없는 반면, XML은 사용자가 정보화된 데이터를 조작하여 이용할 수 있다. 



",전자정부,2006-12-23,사용중
186,표준어,X축,X AXIS,XAXS,"좌표 평면에서 가로로 놓인 축.

",전자정부,2010-02-26,사용중
187,표준어,Y축,Y AXIS,YAXS,"좌표 평면에서 세로로 놓인 축.

",전자정부,2010-02-25,사용중
188,동의어,가,PRICE,PC,"價
 (돈으로 나타낸 상품의) 값
",전자정부,2006-11-17,사용중
189,표준어,가감,ADDITION AND SUBTRACTION,ADSBTR,"加減
 더하거나 뺌
",전자정부,2006-11-17,사용중
190,표준어,가개통,TEMPORARY OPEN,TMPOPN,"假開通
 임시로 새로 시설(건설)한 도로?교량?항로?전신?전화 따위가 처음으로 이용할 수 있는 상태로 됨
",고속도로 건설,2006-11-17,사용중
191,표준어,가격,PRICE,PC,"價格
 (돈으로 나타낸 상품의) 값
",전자정부,2006-11-17,사용중
192,표준어,가격변동,PRICE FLUCTUATION,PCFLT,"價格變動
 상품 또는 주식 등의 가격이 변경됨.
",생활산업 진흥,2006-11-17,사용중
193,표준어,가격시점,PRICE POINT TIME,PCPNTTM,"價格時點
 재산의 감정이나 평가에서, 대상의 가격 조사를 끝낸 날짜.
[법률정의] (공익사업을 위한 토지 등의 취득 및 보상에 관한 법률) 공익사업을 위한 토지 등의 취득 및 보상에 관한 법률 제67조제1항의 규정에 의한 보상액 산정의 기준이 되는 시점.
",토지정책,2006-11-17,사용중
